CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,VIN,WMI,ManufacturerFullName,ManufacturerCommonName,ManufacturerParent,Make,Model,ModelYear,VehicleType,Series,Trim,Series2,Trim2,BodyClass,DoorsCount,EngineModel,DisplacementCC,TransmissionStyle,PlantCity,PlantState,PlantCountry,AdaptiveCruiseControl,ElectronicStabilityControl,ForwardCollisionWarning,LaneDepartureWarning,AntilockBrakeSystem,AutomaticEmergencyBraking,BlindSpotMonitoring,LaneKeepSystem,RearVisibilityCamera,DriverAssist,AdaptiveHeadlights,ParkAssist,VINDecodedOn,ManufacturerId,PlantCompanyName,WheelBaseType,TrackWidth,GrossVehicleWeightRating,CurbWeightLB,WheelBaseIN,WheelBaseUpToIN,WheelsCount,TruckBedType,TruckBedLengthIN,TrailerTypeConnection,TrailerLengthFT,BusFloorConfigurationType,MotorcycleSuspensionType,MotorcycleChassisType,SeatsCount,SeatRowsCount,TransmissionSpeeds,DriveType,AxlesCount,AxleConfiguration,BrakeSystemType,BatteryPacksPerVehicle,BatteryModulesPerPack,BatteryCellsPerModule,BatteryType,ChargerLevel,ChargerPowerKW,EngineManufacturer,EngineStrokeCycles,EngineCylindersCount,EngineCoolingType,FuelTypePrimary,FuelTypeSecondary,FuelDeliveryInjectionType,EngineConfiguration,EnginePowerKW,EngineBrakeHP,EngineBrakeUpToHP,EngineValveTrainDesign,EngineElectrificationLevel,EngineTurbo,SeatBeltsType,Pretensioner,AirBagLocFront,AirBagLocKnee,AirBagLocSide,AirBagLocCurtain,AirBagLocSeatCushion,TractionControl,VINDecodeError,CustomMotorcycleType,TruckBodyCabType,TrailerBodyType,BusType,TPMS,ActiveSafetySysNote,DynamicBrakeSupport,PedestrianAutomaticEmergencyBrak,AutoReverseSystem,AutomaticPedestrianAlertingSound,CAN_AACN,EDR,KeylessIgnition,DaytimeRunningLight,LowerBeamHeadlampLightSource,SemiautomaticHeadlampBeamSwitchi,AdaptiveDrivingBeam,SAEAutomationLevel,SAEAutomationLevel_to,RearCrossTrafficAlert,GrossCombinationWeightRating,GrossCombinationWeightRatingUpTo,NCSANote,NCSAMappingException,NCSAMapExcApprovedOn,NCSAMapExcApprovedBy,GrossVehicleWeightRatingUpTo,ErrorText,BatteryInfo,DestinationMarket,DisplacementCI,DisplacementL,EntertainmentSystem,SteeringLocation,Windows,BrakeSystemDesc,BatteryA,BatteryV,BatteryKWh,EVDriveUnit,Note,WheelSizeFront,WheelSizeRear,OtherRestraintSystemInfo,OtherEngineInfo,BatteryA_to,BatteryV_to,BatteryKWh_to,BasePrice,TopSpeedMPH,SuggestedVIN,PossibleValues,BusLength,OtherBusInfo,OtherMotorcycleInfo,OtherTrailerInfo,AdditionalErrorText_,VehicleDescriptor,CASEWGT,PSUSTRAT,VERSION
11574,17,112,1-17-2018-112-06,6,2,JTDKN3DU0A01,JTD,"TOYOTA MOTOR NORTH AMERICA, INC",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,PRIUS,2010,PASSENGER CAR,ZVW30L,,,,Sedan/Saloon,,2ZR-FXE+3JM,1800.0,,TSUTSUMI,AICHI,JAPAN,,,,,,,,,,,,,26MAY2020:13:29:54.703,962,Toyota Motor Corp.,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,4,,Gasoline,Electric,,In-Line,,,,,Strong HEV (Hybrid Electric Vehicle),,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,109.84273937051,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,JTDKN3DU*A0******,655.135365312038,4,3
11802,23,117,1-23-2018-117-08,8,1,KL5VJ56L45B1,KL5,"SUZUKI MOTOR OF AMERICA, INC",Suzuki,,SUZUKI,Verona,2005,PASSENGER CAR,,S,,,Sedan/Saloon,4,,2500.0,,BUPYUNG,,SOUTH KOREA,,,,,,,,,,,,,26MAY2020:13:30:38.890,1048,GM Korea,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,6,,,,Multipoint Fuel Injection (MPFI),In-Line,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,152.55936023683,2.5,,,,,,,,,Body Type: 4 door Notchback Sedan,,,Has Automatic Occupant Sensor,,,,,,,,,,,,,,KL5VJ56L*5B******,235.020330938053,5,3
11820,19,98,1-19-2018-098-02,2,1,KNAFX4A81E50,KNA,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,KIA,Forte,2014,PASSENGER CAR,,EX,TD,,Sedan/Saloon,4,,2000.0,,HWASUNG,,SOUTH KOREA,,,,,,,,,,,,,26MAY2020:13:31:27.517,1034,Kia Motors Corporation,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,122.04748818946,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,KNAFX4A8*E5******,46.6814730229856,9,3
11813,25,68,1-25-2018-068-04,4,2,WAUVC68E03A3,WAU,AUDI,Audi,VOLKSWAGEN AG,AUDI,A4,2003,PASSENGER CAR,Avant quattro,,,,Wagon,4,,1781,,INGOLSTADT,,GERMANY,,,,,,,,,,,,,26MAY2020:13:32:16.830,1149,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,Audi,,4,,Gasoline,,,,126.77,170.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,108.683288232,1.781000,,,,,,,,,,,,Active Seat Belt.,50-St/Can. ULEV emission std.  Emissions Certification Test Group: 3ADXV01.8342.,,,,,,,,,,,,,WAUVC68E*3A******,1007.19468989322,2,3
11837,21,113,1-21-2018-113-09,9,1,WDBUF56XX8B1,WDB,MERCEDES-BENZ CARS,Mercedes-Benz,Mercedes-Benz AG,MERCEDES-BENZ,E-Class,2008,PASSENGER CAR,E350,,,,Sedan/Saloon,4,,3500.0,,SINDELFINGEN,,GERMANY,,,,,,,,,,,,,26MAY2020:13:32:40.753,1042,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,,,,Manual,Yes,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,213.58310433156,3.5,,,,,,,,,,,,Seat belts at all positions. Airbags at other locations are optional packages,,,,,,,,,,,,,,WDBUF56X*8B******,5904.16669452911,11,3
11794,11,42,1-11-2018-042-02,2,2,WVGBV7AX8HK0,WVG,"VOLKSWAGEN GROUP OF AMERICA, INC.",Volkswagen,VOLKSWAGEN AG,VOLKSWAGEN,Tiguan,2017,MULTIPURPOSE PASSENGER VEHICLE (MPV),"2.0 TSI S 4 Motion,Limited 4Motion",,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,2000,Automatic,OSNABRUCK,,GERMANY,,Standard,,,Standard,,,,Standard,,,,26MAY2020:13:32:53.393,1147,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,102.50,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,2,6,FWD/Front Wheel Drive,2,,,,,,,,,VW,,4,,Gasoline,,,,149.14,200.00,,,,,,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,Standard,0,Not Applicable,,Not Applicable,Not Applicable,Indirect,,Standard,,Standard,,,,Standard,Standard,,Standard,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,122.0474881894,2,,Left Hand Drive (LHD),,,,,,,,16,16,Restraint System: Active - Dr/Pass; Front Air Bag - Dr/Pass; Advanced Front Air Bags; Side Impact Air Bags - Front; Side Curtain Air Bags,Fuel: Gas (50-St); Emissions Certification Test Group:HVGAJ02.0VUE/                                                                                     HVGAT02.0VUD(Tiguan SEL 4Motion only)  ; Federal / California Emission Standard: IntT3 Bin 125/ULEV II,,,,26970,130,,,,,,,,WVGBV7AX*HK******,126.570205169571,8,3
11827,16,127,1-16-2018-127-03,3,2,15GGD271XC11,15G,GILLIG LLC,Gillig,,GILLIG,Low Floor Bus,2012,BUS,,,,,Bus,,Diesel ISL,8849.014560,,HAYWARD,CALIFORNIA,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:12:41:05.027,1118,,,,"Class 7: 26,001 - 33,000 lb (11,794 - 14,969 kg)",,,,,Not Applicable,,Not Applicable,,,Not Applicable,Not Applicable,,,,,,,Air,,,,,,,Cummins,,,,,,,,,,,,,,,,,,,,,,0,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,"Class 8: 33,001 lb and above (14,969 kg and above)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,540,8.9,,,,,,,,,"GVWR: 26,000 lb and above",,,,,,,,,,,,40,,,,,15GGD271*C1******,139.616504973943,5,3
11843,15,118,1-15-2018-118-03,3,2,1C4HJXEG1JW2,1C4,FCA US LLC,Chrysler,,JEEP,Wrangler,2018,MULTIPURPOSE PASSENGER VEHICLE (MPV),Unlimited Sahara,JL (Open Body),,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,3600.0,Manual/Standard,TOLEDO,OHIO,UNITED STATES (USA),,Standard,,,Standard,,Optional,,Standard,,,,26MAY2020:12:44:06.437,994,Toledo North Assembly,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",4200,118.40,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,,6,4WD/4-Wheel Drive/4x4,2,,Hydraulic,,,,,,,FCA,,6,,Gasoline,,,V-Shaped,212.52,285.00,,,,No,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,Standard,0,Not Applicable,,Not Applicable,Not Applicable,Direct,ParkSense Rear Park Assist: Optional; Advanced Brake Assist: Standard; Electronic Roll Mitigation: Standard; Front Passenger Seat Belt Alert: Standard; Hydraulic Assist Brake Booster: Standard; Hill Start Assist; Standard; Remote keyless entry: Standard; Remote Proximity Keyless Entry: Optional; Remote-Start System (N / A w / Manual Transmission): Optional; Trailer Sway Damping: Standard,,,,,,,Standard,Standard,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,219.68547874103,3.6,,Left Hand Drive (LHD),,,,,,,,17,17,Active Seat Belt,,,,,38295,,,,,,,,,1C4HJXEG*JW******,277.893823135431,1,3
11748,59,69,1-59-2018-069-03,3,1,1C6RR7LT1GS2,1C6,FCA US LLC,Chrysler,,RAM,1500,2016,TRUCK,,SLT,,,Pickup,,,5700.0,,WARREN,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:12:48:59.973,994,Warren Truck Assembly,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,Short,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,8,,Gasoline,,,,,,,,,No,Manual,,1st Row (Driver & Passenger),,All Rows,,,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,347.83534133997,5.7,,Left Hand Drive (LHD),,,,,,,Drive Type: Single Rear Wheels,,,Active Seat Belt,"Sales Code : EZC,EZH",,,,,,,,,,,,,1C6RR7LT*GS******,210.650772460817,6,3
11826,52,70,1-52-2018-070-03,3,1,1FT8W3BTXGEB,1FT,"FORD MOTOR COMPANY, USA",Ford,,FORD,F-350,2016,TRUCK,Super Duty - Single Rear Wheel,,,,Pickup,,,6700.0,,JEFFERSON COUNTY,KENTUCKY,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:12:56:11.343,976,Kentucky Truck,,,"Class 3: 10,001 - 14,000 lb (4,536 - 6,350 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,Ford,,8,,Diesel,,,V-Shaped,328.11,440.00,,,,,Manual,,1st Row (Driver & Passenger),,1st & 2nd Rows,,,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,408.85908543470,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,1FT8W3BT*GE******,106.719620397414,12,3
11792,59,71,1-59-2018-071-08,8,2,1FTWF31R98EB,1FT,"FORD MOTOR COMPANY, USA",Ford,,FORD,F-350,2008,TRUCK,Super Duty - Single Rear Wheel,,,,Pickup,,,6400.00,,JEFFERSON COUNTY,KENTUCKY,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:12:58:52.707,976,Kentucky Truck,,,"Class 3: 10,001 - 14,000 lb (4,536 - 6,350 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,Navistar,,8,,Diesel,,,V-Shaped,261.00,350.00,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Regular,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,390.551962206286,6.40,,,,,,,,,,,,,,,,,,,,,,,,,,1FTWF31R*8E******,155.507864035586,6,3
11748,59,69,1-59-2018-069-03,3,3,1G1PC5SH3C71,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Cruze,2012,PASSENGER CAR,2LS (Automatic),,,,Sedan/Saloon,4,LUW,1800.0,Automatic,LORDSTOWN,OHIO,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:00:40.677,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,Gasoline,Ethanol (E85),Multipoint Fuel Injection (MPFI),,103.00,138.13,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,109.84273937051,1.8,,,,,,,,,,,,,"Book Code: J, P.  E85 Max.",,,,,,,,,,,,,1G1PC5SH*C7******,210.650772460817,6,3
11825,29,76,1-29-2018-076-09,9,2,1GNEK13T1YJ1,1GN,GENERAL MOTORS LLC,GM,,CHEVROLET,Tahoe,2000,MULTIPURPOSE PASSENGER VEHICLE (MPV),1500 (1/2 ton),,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,LM7,5300.0,,JANESVILLE,WISCONSIN,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:05:01.560,984,GM Truck Group,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,8,,,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,323.42584370208,5.3,,,,,,,,,,,,,Iron,,,,,,,,,,,,,1GNEK13T*YJ******,231.68404223755,2,3
11825,29,76,1-29-2018-076-09,9,1,1GTHK24UX7E1,1GT,GENERAL MOTORS LLC,GM,,GMC,Sierra,2007,TRUCK,,2500 (3/4 ton),,,Pickup,2,LQ4,6000,,PONTIAC,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:06:17.077,984,GM Truck Group,,,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,GM,,8,,,,Multipoint Fuel Injection (MPFI),,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,366.1424645683,6,,,,,,,,,,,,,"MFI, Iron",,,,,,,,,,,,,1GTHK24U*7E******,231.68404223755,2,3
11842,15,117,1-15-2018-117-06,6,1,1N4AL2AP0AN4,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,2010,PASSENGER CAR,,,,,Sedan/Saloon,4,,2500.0,,,,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:09:29.220,997,Canton Plant,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,4,,Gasoline,,,,126.77,170.00,175.00,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,152.55936023683,2.5,,,,,,,,,,,,2nd row outboard and 3-pt manual belts,,,,,,,,,,,,,,1N4AL2AP*AN******,368.850173699619,1,3
11839,26,130,1-26-2018-130-03,3,2,1N4AL3AP0EC1,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,2014,PASSENGER CAR,,,,,Sedan/Saloon,4,,2500.0,,SMYRNA,TENNESSEE,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:09:37.237,997,Smyrna Plant,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,152.55936023683,2.5,,,,,,,,,,,,2nd row outboard and 3-pt manual belts,,,,,,,,,,,,,,1N4AL3AP*EC******,1155.50222195378,10,3
11841,26,132,1-26-2018-132-02,2,1,1N4AL3AP6DN5,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,2013,PASSENGER CAR,,,,,Sedan/Saloon,4,,2500.0,,,,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:09:49.097,997,Canton Plant,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,4,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,152.55936023683,2.5,,,,,,,,,,,,2nd row outboard and 3-pt manual belts,,,,,,,,,,,,,,1N4AL3AP*DN******,80.9886365209461,10,3
11792,59,71,1-59-2018-071-08,8,1,2CNDL33F3860,2CN,GENERAL MOTORS LLC,GM,,CHEVROLET,Equinox,2008,MULTIPURPOSE PASSENGER VEHICLE (MPV),1LT,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,LNJ,3400.0,,CAMI,ONTARIO,CANADA,,,,,,,,,,,,,26MAY2020:13:13:26.680,984,NA-Canada (GM/SUZUKI J.V.),,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,Hydraulic,,,,,,,SGM,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,207.48072992208,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,2CNDL33F*86******,155.507864035586,6,3
11836,17,125,1-17-2018-125-02,2,1,3FA6P0D9XJR1,3FA,"FORD MOTOR COMPANY, MEXICO",Ford,"FORD MOTOR COMPANY, USA",FORD,Fusion,2018,PASSENGER CAR,Titanium/Platinum AWD,,,,Sedan/Saloon,4,2.0L GTDI Premium Fuel,2000.0,Automatic,HERMOSILLO,,MEXICO,Optional,Standard,Optional,Optional,Standard,Optional,Optional,Optional,Standard,,,Optional,26MAY2020:13:20:41.720,979,Hermosillo,,,,,112.20,,4,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,2,6,AWD/All Wheel Drive,2,,,,,,,,,Ford,,4,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),In-Line,178.97,240.00,,,,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,,,Standard,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Direct,"Reverse Sensing System: Standard; Forward and Side Sensing System:Optional; Cross Traffic Alert: Optional; Pre-Collision Assit with Pedestrian Detection: Optional; MyKey, Hill Start Assist",Standard,Optional,Standard,,Standard,,Standard,Standard,,Standard,Optional,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,122.04748818946,2.0,,Left Hand Drive (LHD),,,,,,,,18,18,,,,,,30490,,,,,,,,,3FA6P0D9*JR******,63.3469708223775,4,3
11842,15,117,1-15-2018-117-06,6,2,4S4BSALC7G32,4S4,"FUJI HEAVY INDUSTRIES U.S.A., INC. (C/O SUBARU OF AMERICA)",Subaru,,SUBARU,Outback,2016,MULTIPURPOSE PASSENGER VEHICLE (MPV),,Limited + MR + NAVI,,,Wagon,,2.5L U5,2500.0,,LAFAYETTE,INDIANA,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:24:26.617,1075,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,AWD/All Wheel Drive,,,,,,,,,,,,,,,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,1st Row (Driver & Passenger),,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,152.55936023683,2.5,,,,,,,,,NAVI = Navigation,,,,,,,,,,,,,,,,,4S4BSALC*G3******,368.850173699619,1,3
11748,59,69,1-59-2018-069-03,3,2,4T1BK1EB3HU2,4T1,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Avalon,2017,PASSENGER CAR,GSX40L/AVX40L,,,,Sedan/Saloon,4,2GR-FE,3500.0,,,KENTUCKY,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:24:49.900,1088,"Toyota Motor Manufacturing, Kentucky, Inc",,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,6,,Gasoline,,Multipoint Fuel Injection (MPFI),V-Shaped,199.85,268.00,,,,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),All Rows,All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,213.58310433156,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,4T1BK1EB*HU******,210.650772460817,6,3
11494,59,64,1-59-2018-064-02,2,1,5XYKT3A62EG5,5XY,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,KIA,Sorento,2014,MULTIPURPOSE PASSENGER VEHICLE (MPV),Base/ LX,,,,Wagon,4,DOHC T-GDI THETA-II,2400.0,,,GEORGIA,UNITED STATES (USA),,,,,,,,,,,,,26MAY2020:13:27:40.370,1034,"Kia Motor Manufacturing, Georgia",,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,,,,,,,,,,,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,146.45698582735,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,5XYKT3A6*EG******,96.5088850545189,6,3
11826,52,70,1-52-2018-070-03,3,2,JF2GPADC9F82,JF2,"FUJI HEAVY INDUSTRIES U.S.A., INC. (C/O SUBARU OF AMERICA)",Subaru,,SUBARU,XV CrossTrek,2015,MULTIPURPOSE PASSENGER VEHICLE (MPV),,Premium+All Weather Package+Moonroof,,,Wagon,,2.0L Naturally Aapirated,2000.0,Continuously Variable Transmission (CVT),OTA,GUNMA,JAPAN,,,,,,,,,,,,,26MAY2020:13:28:13.323,1075,FHI(Main Plant),,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,AWD/All Wheel Drive,,,,,,,,,,,,,,Gasoline,,,,,,,,,No,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,,Not Applicable,Not Applicable,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,122.04748818946,2.0,,,,,,,,,,,,Seat-mounted side air bags on seat back and roof-mounted side curtain air bags.,,,,,,,,,,,,,,JF2GPADC*F8******,106.719620397414,12,3
