CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,VIN,MODELYR,WMI,ManufacturerFullName,ManufacturerCommonName,ManufacturerParent,Make,Model,ModelYear,VehicleType,Series,Trim,Series2,Trim2,BodyClass,DoorsCount,EngineModel,DisplacementCC,TransmissionStyle,PlantCity,PlantState,PlantCountry,AdaptiveCruiseControl,ElectronicStabilityControl,ForwardCollisionWarning,LaneDepartureWarning,AntilockBrakeSystem,AutomaticEmergencyBraking,BlindSpotMonitoring,LaneKeepSystem,RearVisibilityCamera,DriverAssist,AdaptiveHeadlights,ParkAssist,VINDecodedOn,ManufacturerId,PlantCompanyName,WheelBaseType,TrackWidth,GrossVehicleWeightRating,CurbWeightLB,WheelBaseIN,WheelBaseUpToIN,WheelsCount,TruckBedType,TruckBedLengthIN,TrailerTypeConnection,TrailerLengthFT,BusFloorConfigurationType,MotorcycleSuspensionType,MotorcycleChassisType,SeatsCount,SeatRowsCount,TransmissionSpeeds,DriveType,AxlesCount,AxleConfiguration,BrakeSystemType,BatteryPacksPerVehicle,BatteryModulesPerPack,BatteryCellsPerModule,BatteryType,ChargerLevel,ChargerPowerKW,EngineManufacturer,EngineStrokeCycles,EngineCylindersCount,EngineCoolingType,FuelTypePrimary,FuelTypeSecondary,FuelDeliveryInjectionType,EngineConfiguration,EnginePowerKW,EngineBrakeHP,EngineBrakeUpToHP,EngineValveTrainDesign,EngineElectrificationLevel,EngineTurbo,SeatBeltsType,Pretensioner,AirBagLocFront,AirBagLocKnee,AirBagLocSide,AirBagLocCurtain,AirBagLocSeatCushion,TractionControl,VINDecodeError,CustomMotorcycleType,TruckBodyCabType,TrailerBodyType,BusType,VehicleDescriptor,TPMS,CASEWGT,PSUSTRAT,VERSION
15226,33,87,1-33-2019-087-04,4,2,WVWPP7AU5FW9,2015,WVW,"VOLKSWAGEN GROUP OF AMERICA, INC.",Volkswagen,VOLKSWAGEN AG,VOLKSWAGEN,e-Golf,2015,PASSENGER CAR,SEL Premium,,,,Hatchback/Liftback/Notchback,4,,,Automatic,WOLFSBURG,,GERMANY,,,,,,,,,,,,,21OCT2020:12:26:33.413,1147,,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,1,,,,,,,,,,,Volkswagen,,,,Electric,,,,85.00,115.00,,,BEV (Battery Electric Vehicle),,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,WVWPP7AU*FW******,Direct,518.49281871722,12,4
15209,14,55,1-14-2019-055-02,2,2,YE2DG13B9E20,2014,YE2,VAN HOOL N.V.,Van Hool,,VAN HOOL,Double Deck Coach,2014,BUS,,TD925,,,Bus,,ISX,11900.0,,,,BELGIUM,,,,,,,,,,,,,21OCT2020:12:26:34.787,1163,Bus & Coaches,,,,,,,,Not Applicable,,Not Applicable,,Normal,Not Applicable,Not Applicable,,,,,3,,Air,,,,,,,Cummins,,6,,Diesel,,,In-Line,372.85,500.00,,,,,,,,,,,,,0,Not Applicable,Not Applicable,Not Applicable,,YE2DG13B*E2******,,186.99644044556,8,4
15199,52,63,1-52-2019-063-03,3,1,YV4BZ9824810,2008,YV4,"VOLVO CAR USA, LLC",Volvo,,VOLVO,XC70,2008,MULTIPURPOSE PASSENGER VEHICLE (MPV),New,,,,Wagon,4,B6324S,3192,,TORSLANDA,,SWEDEN,,,,,,,,,,,,,21OCT2020:12:26:40.083,1006,Volvo Cars,,,"Class 1: 6,000 lb or less (2,722 kg or less)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,7,,,AWD/All Wheel Drive,,,,,,,,,,Volvo,,6,Water,Gasoline,,,In-Line,175.24,235.00,,Dual Overhead Cam (DOHC),,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,YV4BZ982*81******,Direct,84.3347165524382,12,4
15199,52,63,1-52-2019-063-03,3,2,ZACNJBA15KPK,2019,ZAC,FCA ITALY S.P.A.,Fiat,,JEEP,Renegade,2019,MULTIPURPOSE PASSENGER VEHICLE (MPV),SPORT,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,1300.0,,MELFI,POTENZA,ITALY,,Standard,,,Standard,,,,Standard,,,,21OCT2020:12:27:04.177,1029,SATA Assembly,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,101.20,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,2,,,2,,Hydraulic,,,,,,,FCA,,4,,Gasoline,,,In-Line,134.23,180.00,,,,Yes,Manual,,1st Row (Driver & Passenger),,1st & 2nd Rows,,,Standard,0,Not Applicable,,Not Applicable,Not Applicable,ZACNJBA1*KP******,Direct,84.3347165524382,12,4
15120,48,57,1-48-2019-057-02,2,1,3AKJHHDR2JSJ,2018,3AK,DAIMLER TRUCKS NORTH AMERICA LLC,Daimler Trucks,Mercedes-Benz AG,FREIGHTLINER,"New Cascadia 126"" Sleepercab",2018,TRUCK,,,,,Truck-Tractor,,Detroit Diesel DD15,14800.0,,SALTILLO,COAHUILA,MEXICO,,,,,,,,,,,,,22OCT2020:13:10:21.343,1024,,,,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,6x4,,,Air & Hydraulic,,,,,,,,,6,,Diesel,,,In-Line,,,,,,,,,,,,,,,0,Not Applicable,MDHD: Conventional,Not Applicable,Not Applicable,3AKJHHDR*JS******,,82.4012020940327,12,4
15175,25,67,1-25-2019-067-03,3,1,3N1CE2CP0FL4,2015,3N1,"NISSAN MEXICANA, S.A. DE C.V.",Nissan Mexico,"NISSAN MOTOR COMPANY, LTD",NISSAN,Versa Note,2015,PASSENGER CAR,,,,,Hatchback/Liftback/Notchback,4,,1600.0,,AGUASCALIENTES,AGUASCALIENTES,MEXICO,,,,,,,,,,,,,22OCT2020:13:17:48.373,999,"Nissan Mexicana, S.A. de C.V.",,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,,,,,,,,,,,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st & 2nd Rows,1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,3N1CE2CP*FL******,Direct,122.503356329154,2,4
15284,24,120,1-24-2019-120-07,7,2,19UUA8F21BA0,2011,19U,"HONDA OF AMERICA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",ACURA,TL,2011,PASSENGER CAR,,,,,Sedan/Saloon,4,J35Z6,3474.057568,Automatic,MARYSVILLE,OHIO,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:15:39.433,988,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,5,,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,19UUA8F2*BA******,Direct,2903.35318920466,1,4
15194,52,64,1-52-2019-064-03,3,1,1B3HB28B08D6,2008,1B3,FCA US LLC,Chrysler,,DODGE,Caliber,2008,PASSENGER CAR,PM,SE,L (Low Line),,Hatchback/Liftback/Notchback,4,,2000.0,,,,,,,,,,,,,,,,,22OCT2020:12:16:23.513,994,Belvidere Assembly,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1B3HB28B*8D******,Direct,84.3347165524382,12,4
15331,76,50,1-76-2019-050-08,8,1,1C3LC55RX8N6,2008,1C3,FCA US LLC,Chrysler,,CHRYSLER,Sebring,2008,PASSENGER CAR,JS,Touring,P (Premium),,Convertible/Cabriolet,2,,2700.0,,STERLING HEIGHTS,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:17:59.107,994,STERLING HEIGHTS ASSEMBLY,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,,,,,,,,,,6,,Gasoline,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1C3LC55R*8N******,Direct,41.6963059161643,3,4
15299,52,65,1-52-2019-065-06,6,1,1C4AJWAG6CL2,2012,1C4,FCA US LLC,Chrysler,,JEEP,Wrangler,2012,MULTIPURPOSE PASSENGER VEHICLE (MPV),JK,Sport,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2,,3600.0,,,,,,,,,,,,,,,,,22OCT2020:12:18:07.123,994,Toledo South Assembly,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,Chrysler,,6,,Flexible Fuel Vehicle (FFV),,,,211.03,283.00,,,,No,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,,Not Applicable,Not Applicable,1C4AJWAG*CL******,Direct,117.145444967732,12,4
15303,10,59,1-10-2019-059-06,6,2,1C4GP64L3YB6,2000,1C4,FCA US LLC,Chrysler,,CHRYSLER,Town and Country,2000,MULTIPURPOSE PASSENGER VEHICLE (MPV),,Limited,S Series,,Minivan,4,,3800.0,,FENTON,MISSOURI,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:19:15.530,994,St Louis Assembly South,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,FWD/Front Wheel Drive,,,Hydraulic,,,,,,,,,6,,Gasoline,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,,Not Applicable,Not Applicable,1C4GP64L*YB******,,75.3431708457714,4,4
15338,20,46,1-20-2019-046-02,2,1,1C6RR7FM8GS2,2016,1C6,FCA US LLC,Chrysler,,RAM,1500,2016,TRUCK,,ST,,,Pickup,,,3000,,WARREN,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:25:38.933,994,Warren Truck Assembly,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,6,,Diesel,,,,,,,,,Yes,Manual,,1st Row (Driver & Passenger),,All Rows,,,,0,Not Applicable,Extra/Super/ Quad/Double/King/Extended,Not Applicable,Not Applicable,1C6RR7FM*GS******,,191.719144948804,11,4
15294,32,127,1-32-2019-127-01,1,1,1D7RB1CT6BS5,2011,1D7,FCA US LLC,Chrysler,,DODGE,Ram,2011,TRUCK,Light Duty,1500,E (Economy),"DS1,DS6",Pickup,,,5700.0,,,,,,,,,,,,,,,,,22OCT2020:12:27:53.683,994,Warren Truck Assembly,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,,,8,,Gasoline,,,,,,,,,No,Manual,Yes,1st Row (Driver & Passenger),,All Rows,,,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,1D7RB1CT*BS******,,91.530410371053,7,4
15298,28,59,1-28-2019-059-08,8,1,1FAFP42X12F1,2002,1FA,"FORD MOTOR COMPANY, USA",Ford,,FORD,Mustang,2002,PASSENGER CAR,GT,,,,Coupe,2,,4600.0,,DEARBORN,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:28:37.307,976,Dearborn,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,Ford,,8,,Gasoline,,,V-Shaped,193.88,260.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1FAFP42X*2F******,,57.2537276409718,3,4
15319,19,66,1-19-2019-066-02,2,1,1FMCU0GD7JUB,2018,1FM,"FORD MOTOR COMPANY, USA",Ford,,FORD,Escape,2018,MULTIPURPOSE PASSENGER VEHICLE (MPV),SE,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,1.5L GTDI Sigma w/Premium Fuel,1500.0,Automatic,LOUISVILLE,KENTUCKY,UNITED STATES (USA),Optional,Standard,Optional,Optional,Standard,Optional,Optional,Optional,Standard,,,,22OCT2020:12:33:12.493,976,Louisville Assembly,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,105.90,,4,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,2,6,4x2,2,,Hydraulic,,,,,,,Ford,,4,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),In-Line,126.77,170.00,,,,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st & 2nd Rows,,,Standard,0,Not Applicable,,Not Applicable,Not Applicable,1FMCU0GD*JU******,Direct,49.1497370019463,9,4
15287,73,72,1-73-2019-072-06,6,1,1FMCU9GX4EUA,2014,1FM,"FORD MOTOR COMPANY, USA",Ford,,FORD,Escape,2014,MULTIPURPOSE PASSENGER VEHICLE (MPV),SE,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,1600.0,,LOUISVILLE,KENTUCKY,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:33:54.120,976,Louisville Assembly,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,Ford,,4,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),In-Line,132.73,178.00,,,,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st & 2nd Rows,,,,0,Not Applicable,,Not Applicable,Not Applicable,1FMCU9GX*EU******,Direct,35.0393284416094,3,4
15293,16,78,1-16-2019-078-09,9,1,1FMEU33E68UA,2008,1FM,"FORD MOTOR COMPANY, USA",Ford,,FORD,Explorer Sport Trac,2008,MULTIPURPOSE PASSENGER VEHICLE (MPV),Limited,,,,Pickup,4,,4000.0,,LOUISVILLE,KENTUCKY,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:34:21.900,976,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,,,6,,Gasoline,,,V-Shaped,156.60,210.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,Not Applicable,,Not Applicable,Not Applicable,1FMEU33E*8U******,Direct,980.186639891733,5,4
15293,16,78,1-16-2019-078-09,9,2,1FMZU67K85UB,2005,1FM,"FORD MOTOR COMPANY, USA",Ford,,FORD,Explorer Sport Trac,2005,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,Pickup,4,,4000.0,,LOUISVILLE,KENTUCKY,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:35:42.243,976,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,,,6,,Gasoline,,,V-Shaped,156.60,210.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,,Not Applicable,Not Applicable,1FMZU67K*5U******,,980.186639891733,5,4
15291,16,76,1-16-2019-076-02,2,1,1FTEW1E81GKE,2016,1FT,"FORD MOTOR COMPANY, USA",Ford,,FORD,F-150,2016,TRUCK,,,,,Pickup,,,3500.0,,KANSAS CITY,MISSOURI,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:37:39.273,976,Kansas City,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,Ford,,6,,Gasoline,,,V-Shaped,210.29,282.00,,,,,Manual,,1st Row (Driver & Passenger),,1st & 2nd Rows,,,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,1FTEW1E8*GK******,,19.5600329236722,5,4
15296,32,129,1-32-2019-129-06,6,2,1FTEW1E89GFC,2016,1FT,"FORD MOTOR COMPANY, USA",Ford,,FORD,F-150,2016,TRUCK,,,,,Pickup,,,3500.0,,DEARBORN,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:37:40.133,976,Dearborn,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,Ford,,6,,Gasoline,,,V-Shaped,210.29,282.00,,,,,Manual,,1st Row (Driver & Passenger),,1st & 2nd Rows,,,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,1FTEW1E8*GF******,,1443.19684810543,7,4
15329,21,110,1-21-2019-110-04,4,1,1FTMF1C52JKD,2018,1FT,"FORD MOTOR COMPANY, USA",Ford,,FORD,F-150,2018,TRUCK,,,,,Pickup,,5.0L 4V,5000,,KANSAS CITY,MISSOURI,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:39:32.760,976,Kansas City,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,Ford,,8,,Gasoline,,,V-Shaped,294.55,395.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,Not Applicable,Regular,Not Applicable,Not Applicable,1FTMF1C5*JK******,Direct,965.545153210743,11,4
15294,32,127,1-32-2019-127-01,1,3,1FTRW12W86KD,2006,1FT,"FORD MOTOR COMPANY, USA",Ford,,FORD,F-150,2006,TRUCK,F-Series,,Styleside,,Pickup,,,4600.0,,KANSAS CITY,MISSOURI,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:41:03.757,976,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,,,8,,Gasoline,,,V-Shaped,172.26,231.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Crew/ Super Crew/ Crew Max,Not Applicable,Not Applicable,1FTRW12W*6K******,,91.530410371053,7,4
15333,30,92,1-30-2019-092-06,6,7,1FTRX14W04NA,2004,1FT,"FORD MOTOR COMPANY, USA",Ford,,FORD,F-150,2004,TRUCK,,F-Series,,,Pickup,,,4600.0,,NORFOLK,VIRGINIA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:41:11.663,976,Norfolk,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,Ford,,8,,Gasoline,,,V-Shaped,172.26,231.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Extra/Super/ Quad/Double/King/Extended,Not Applicable,Not Applicable,1FTRX14W*4N******,,765.565980187732,10,4
15294,32,127,1-32-2019-127-01,1,2,1FTYR10C8WUB,1998,1FT,"FORD MOTOR COMPANY, USA",Ford,,FORD,Ranger,1998,TRUCK,,,,,Pickup,,,2500.0,,LOUISVILLE,KENTUCKY,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:41:57.913,976,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,Ford,,4,,Gasoline,,,In-Line,88.74,119.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,Not Applicable,Regular,Not Applicable,Not Applicable,1FTYR10C*WU******,,91.530410371053,7,4
15338,20,46,1-20-2019-046-02,2,2,1FUPCSZB2XPA,1999,1FU,DAIMLER TRUCKS NORTH AMERICA LLC,Daimler Trucks,Mercedes-Benz AG,FREIGHTLINER,Long Conv.,1999,TRUCK,Long Conventional XL,,,,Truck-Tractor,,,12700.0,,PORTLAND,OREGON,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:43:10.897,1024,,,,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,6x4,,SFA - Set Forward Axle,Air,,,,,,,,,6,,Diesel,,,,,,,,,,,,,,,,,,0,Not Applicable,MDHD: Conventional,Not Applicable,Not Applicable,1FUPCSZB*XP******,,191.719144948804,11,4
15326,13,79,1-13-2019-079-01,1,1,1G11B5SA6DF2,2013,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2013,PASSENGER CAR,LS,,,,Sedan/Saloon,4,LCV,2500.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:43:26.147,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,4,,Gasoline,Ethanol (E85),Stoichiometric gasoline direct injection (SGDI),In-Line,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G11B5SA*DF******,Direct,115.807623874756,7,4
15013,17,110,1-17-2019-110-02,2,2,1G11Z5SA3KU1,2019,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Impala,2019,PASSENGER CAR,LT (1LT),,,,Sedan/Saloon,4,"LCV - Spark Ignited Direct injection, DCVCP, Variable Valve Timing, E85 MAX, E0-E100, ALUM",2500.0,,DETROIT HAMTRAMCK,MICHIGAN,UNITED STATES (USA),,Standard,,,Standard,,Optional,,Standard,,,,22OCT2020:12:43:34.553,984,GMNA,,,,,111.70,,4,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,5,2,,,2,,,,,,,,,,,4,,Gasoline,Ethanol (E85),,In-Line,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,All Rows,,Standard,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G11Z5SA*KU******,Direct,57.5680443688784,4,4
15301,14,57,1-14-2019-057-03,3,2,1G1FB1RX6H01,2017,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Camaro,2017,PASSENGER CAR,1LT,,,,Coupe,2,"LTG - SIDI: Spark ignited Direct injection, VVT: Variable Valve Timing, ALUM DOHC, DCVCP TURBO, E0-E100, ALUM",2000,Automatic,LANSING - GRAND RIVER,MICHIGAN,UNITED STATES (USA),,Standard,,,Standard,,,,Standard,,,,22OCT2020:12:43:51.803,984,GMNA,,,,,110.70,,4,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,4,2,,,2,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,Dual Overhead Cam (DOHC),,Yes,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st Row (Driver & Passenger),All Rows,,Standard,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G1FB1RX*H0******,Direct,2517.54988436488,8,4
14926,12,59,1-12-2019-059-06,6,2,1G1ZA5E08CF3,2012,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2012,PASSENGER CAR,Fleet Vehicle,,,,Sedan/Saloon,4,LE5,2400.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:44:44.303,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,GM,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),In-Line,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G1ZA5E0*CF******,Direct,444.189383178674,9,4
15302,10,58,1-10-2019-058-06,6,2,1G1ZC5E07CF2,2012,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2012,PASSENGER CAR,1LT,,,,Sedan/Saloon,4,LE5,2400.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:44:52.990,984,GMNA,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,GM,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),In-Line,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G1ZC5E0*CF******,Direct,75.3431708280919,4,4
15318,19,65,1-19-2019-065-01,1,1,1G4HP54K62U1,2002,1G4,GENERAL MOTORS LLC,GM,,BUICK,LeSabre,2002,PASSENGER CAR,Custom,,,,Sedan/Saloon,4,L36,3800.0,,HAMTRAMCK,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:45:42.023,984,NA-GM Corp,,,,,,,,Not Applicable,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,GMPTG Flint,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,Overhead Valve (OHV),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1G4HP54K*2U******,,106.318383101244,9,4
15319,19,66,1-19-2019-066-02,2,2,1GCCS1459282,2002,1GC,GENERAL MOTORS LLC,GM,,CHEVROLET,S-10 Pickup,2002,TRUCK,,1/2 Ton,,,Pickup,2,L43,2200.0,,SHREVEPORT,LOUISIANA,UNITED STATES (USA),,,,,,,,,,,,,22OCT2020:12:46:44.037,984,GM Truck Group,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,4x2,,,Hydraulic,,,,,,,,,,,Ethanol (E85),Flexible Fuel Vehicle (FFV),,,,,,,,,,,,,,,,,0,Not Applicable,,Not Applicable,Not Applicable,1GCCS145*28******,,49.1497370019463,9,4
